fips,2019_units,2020_Units ,Yr_Grwth,Percent_Growth
37075,100,97,-3,-0.03
37081,33916,46831,12915,0.380793726
37087,1907,1831,-76,-0.039853173
37089,8380,10043,1663,0.198448687
37097,10741,11987,1246,0.116004096
37099,1008,1230,222,0.220238095
37101,4755,5673,918,0.193059937
37105,605,767,162,0.267768595
37109,3338,3479,141,0.042240863
37111,217,276,59,0.271889401
37113,575,672,97,0.168695652
37115,367,498,131,0.356948229
37119,121679,167856,46177,0.379498517
37121,233,174,-59,-0.253218884
37125,13740,19741,6001,0.436754003
37127,1707,2590,883,0.517281781
37129,32220,41509,9289,0.288299193
37133,4116,4320,204,0.049562682
37135,42215,54740,12525,0.296695487
37139,118,197,79,0.669491525
37141,3110,5213,2103,0.676205788
37143,-60,114,174,-2.9
37147,4280,6495,2215,0.517523364
37151,142,173,31,0.218309859
37157,99,119,20,0.202020202
37159,3430,3950,520,0.151603499
37161,446,558,112,0.251121076
37167,702,1391,689,0.981481481
37169,31,100,69,2.225806452
37171,231,247,16,0.069264069
37173,288,360,72,0.25
37179,12203,18031,5828,0.477587478
37183,143022,188716,45694,0.319489309
37187,87,73,-14,-0.16091954
37189,12106,15563,3457,0.285560879
37191,1501,2615,1114,0.742171885
37195,1651,2375,724,0.438522108
37199,990,1158,168,0.16969697
38009,6,-12,-18,-3
38015,241,320,79,0.32780083
38017,2020,1617,-403,-0.19950495
38035,2047,2134,87,0.042501221
38053,114,42,-72,-0.631578947
38089,78,48,-30,-0.384615385
38093,40,24,-16,-0.4
38101,962,780,-182,-0.189189189
38105,546,302,-244,-0.446886447
39003,842,1078,236,0.280285036
39005,1069,1369,300,0.280636109
39007,441,441,0,0
39009,2329,3640,1311,0.562902533
39011,733,1162,429,0.58526603
39013,778,547,-231,-0.296915167
39015,747,1043,296,0.396251673
39017,15774,19015,3241,0.205464689
39021,414,794,380,0.917874396
39023,1804,2416,612,0.33924612
39025,10351,14845,4494,0.434160951
39027,1027,1499,472,0.459591042
39029,888,1076,188,0.211711712
39031,295,307,12,0.040677966
39033,177,353,176,0.994350282
39035,92702,108665,15963,0.172196932
39037,691,954,263,0.380607815
39039,373,438,65,0.174262735
39041,15061,24167,9106,0.604607928
39043,1818,3006,1188,0.653465347
39045,3431,5444,2013,0.586709414
39047,155,664,509,3.283870968
39049,70346,105253,34907,0.49621869
39051,323,483,160,0.495356037
39055,5792,6896,1104,0.190607735
39057,8808,11637,2829,0.321185286
39061,49412,71227,21815,0.441491945
39063,1569,2325,756,0.481835564
39065,157,301,144,0.917197452
39071,526,692,166,0.315589354
39073,420,737,317,0.754761905
39079,80,358,278,3.475
39081,830,1384,554,0.66746988
39083,1536,2631,1095,0.712890625
39085,11377,14454,3077,0.270457941
39089,11331,14294,2963,0.261495014
39091,379,573,194,0.511873351
39093,9574,11027,1453,0.151765197
39095,12352,20761,8409,0.68078044
39097,303,418,115,0.379537954
39099,4299,4471,172,0.040009304
39101,805,1529,724,0.899378882
39103,8032,9518,1486,0.18500996
39109,3168,4251,1083,0.341856061
39113,21408,29435,8027,0.374953288
39117,218,364,146,0.669724771
39119,720,1404,684,0.95
39123,502,818,316,0.629482072
39127,43,182,139,3.23255814
39129,415,664,249,0.6
39131,39,227,188,4.820512821
39133,8774,11517,2743,0.31262822
39135,279,540,261,0.935483871
39139,3077,4959,1882,0.611634709
39141,722,1162,440,0.609418283
39143,468,945,477,1.019230769
39145,399,935,536,1.343358396
39147,602,1061,459,0.762458472
39149,576,762,186,0.322916667
39151,10889,14800,3911,0.359169804
39153,24300,31855,7555,0.31090535
39155,1820,2032,212,0.116483516
39157,2026,2868,842,0.415597236
39159,1638,1811,173,0.105616606
39165,9558,13980,4422,0.46264909
39167,599,563,-36,-0.060100167
39169,3254,3923,669,0.205593116
39173,5271,7379,2108,0.399924113
40017,1138,1154,16,0.014059754
40021,319,625,306,0.959247649
40023,172,122,-50,-0.290697674
40027,6669,8176,1507,0.22597091
40031,1114,1169,55,0.049371634
40037,62,199,137,2.209677419
40039,189,282,93,0.492063492
40047,96,124,28,0.291666667
40065,200,340,140,0.7
40073,86,51,-35,-0.406976744
40087,340,196,-144,-0.423529412
40097,211,373,162,0.767772512
40109,20567,25399,4832,0.234939466
40119,1624,1879,255,0.157019704
40131,389,815,426,1.095115681
40143,21678,28246,6568,0.30297998
40145,389,510,121,0.311053985
41001,1093,1996,903,0.826166514
41003,22396,29869,7473,0.333675656
41005,123553,151695,28142,0.227772697
41007,12338,13601,1263,0.102366672
41009,8234,10898,2664,0.323536556
41011,8848,10892,2044,0.231012658
41015,8288,9462,1174,0.141650579
41017,80213,97177,16964,0.211486916
41019,8603,11190,2587,0.300709055
41025,146,160,14,0.095890411
41027,10729,13930,3201,0.298350266
41029,42045,54850,12805,0.304554644
41031,1085,1491,406,0.374193548
41033,16631,19437,2806,0.168721063
41035,10989,10649,-340,-0.030940031
41037,678,721,43,0.063421829
41039,79765,96172,16407,0.205691719
41041,13810,15475,1665,0.120564808
41043,11364,13851,2487,0.218848997
41045,719,1158,439,0.610570236
41047,37370,49113,11743,0.314236018
41051,339939,416262,76323,0.224519693
41053,4689,6264,1575,0.335892514
41057,8437,8873,436,0.051677136
41059,2344,3784,1440,0.614334471
41061,2539,2984,445,0.175265853
41063,1452,2110,658,0.453168044
41065,7412,9058,1646,0.222072315
41067,197347,243767,46420,0.235220196
41071,15969,20784,4815,0.301521698
42001,2147,2615,468,0.217978575
42003,68737,80374,11637,0.169297467
42005,820,918,98,0.119512195
42007,1584,1594,10,0.006313131
42011,15473,15628,155,0.01001745
42013,4780,5945,1165,0.243723849
42017,60140,72017,11877,0.197489192
42019,7884,7809,-75,-0.009512938
42021,1077,1114,37,0.034354689
42025,1618,1607,-11,-0.006798517
42027,17145,20086,2941,0.171536891
42029,64675,69338,4663,0.072098956
42033,1248,920,-328,-0.262820513
42035,204,383,179,0.87745098
42037,2493,3732,1239,0.496991576
42039,875,1029,154,0.176
42041,24157,26411,2254,0.093306288
42043,16054,18793,2739,0.170611686
42045,55240,66609,11369,0.205811007
42049,6024,6817,793,0.131640106
42051,979,1237,258,0.263534219
42055,4595,5951,1356,0.295103373
42057,274,811,537,1.959854015
42061,846,998,152,0.179669031
42063,2019,2425,406,0.201089648
42065,206,241,35,0.169902913
42067,118,226,108,0.915254237
42069,8503,10959,2456,0.288839233
42071,28961,33181,4220,0.145713201
42073,651,786,135,0.207373272
42075,4282,4007,-275,-0.064222326
42077,23835,31354,7519,0.315460457
42079,6585,9380,2795,0.424449506
42081,4625,6768,2143,0.463351351
42085,678,667,-11,-0.016224189
42087,672,946,274,0.407738095
42089,4216,7459,3243,0.769212524
42091,99113,121462,22349,0.225490097
42093,741,1289,548,0.739541161
42095,24298,32349,8051,0.331344144
42097,81,536,455,5.617283951
42099,813,1004,191,0.234932349
42101,44360,37158,-7202,-0.162353472
42103,1254,1783,529,0.42185008
42107,1281,1615,334,0.260733802
42109,1059,1550,491,0.463644948
42111,488,492,4,0.008196721
42115,414,297,-117,-0.282608696
42117,162,466,304,1.87654321
42119,1820,2898,1078,0.592307692
42121,137,155,18,0.131386861
42125,4229,4285,56,0.013241901
42127,802,1325,523,0.652119701
42129,9198,11121,1923,0.209067189
42131,115,355,240,2.086956522
42133,20382,20990,608,0.029830242
44001,14463,13573,-890,-0.061536334
44003,8814,9812,998,0.113228954
44005,13652,14707,1055,0.077278054
44007,35824,43332,7508,0.20958017
44009,21553,23573,2020,0.093722452
45001,14,65,51,3.642857143
45003,5471,7719,2248,0.410893804
45007,2188,2536,348,0.15904936
45013,21976,22091,115,0.005232981
45015,4422,4092,-330,-0.074626866
45019,52824,59492,6668,0.126230501
45021,46,82,36,0.782608696
45035,6393,7426,1033,0.161582981
45041,2401,3121,720,0.299875052
45043,3344,2630,-714,-0.213516746
45045,23350,30402,7052,0.302012848
45047,833,1092,259,0.31092437
45051,10142,14270,4128,0.407020312
45053,1262,1225,-37,-0.029318542
45057,3688,4732,1044,0.28308026
45059,63,136,73,1.158730159
45063,7525,9861,2336,0.310431894
45073,603,688,85,0.140961857
45077,2542,3513,971,0.381982691
45079,15918,21371,5453,0.342568162
45083,3252,5032,1780,0.547355474
45085,539,597,58,0.107606679
45091,15365,18748,3383,0.220175724
46011,426,630,204,0.478873239
46013,179,337,158,0.882681564
46027,122,152,30,0.245901639
46029,365,452,87,0.238356164
46035,35,-13,-48,-1.371428571
46081,1273,1572,299,0.23487824
46083,480,685,205,0.427083333
46093,320,280,-40,-0.125
46099,4764,5890,1126,0.236356003
46103,5578,5925,347,0.062208677
47001,1702,2579,877,0.515276146
47009,3761,5925,2164,0.575378889
47011,1409,1910,501,0.355571327
47019,226,291,65,0.287610619
47025,39,66,27,0.692307692
47031,462,370,-92,-0.199134199
47035,968,1490,522,0.539256198
47037,54537,75821,21284,0.390267158
47043,957,1560,603,0.630094044
47047,379,710,331,0.873350923
47059,409,515,106,0.259168704
47063,270,175,-95,-0.351851852
47065,15514,17465,1951,0.12575738
47071,135,287,152,1.125925926
47093,28852,41308,12456,0.431720505
47105,179,307,128,0.715083799
47107,176,182,6,0.034090909
47113,1902,3209,1307,0.687171399
47115,80,105,25,0.3125
47119,4097,6358,2261,0.55186722
47123,104,255,151,1.451923077
47125,4846,6301,1455,0.300247627
47141,1841,1438,-403,-0.21890277
47145,639,1068,429,0.671361502
47147,1604,2553,949,0.591645885
47149,9140,14440,5300,0.579868709
47155,2643,4305,1662,0.628830874
47157,27110,36997,9887,0.364699373
47163,1484,2098,614,0.413746631
47165,7363,10891,3528,0.479152519
47167,323,564,241,0.746130031
47179,3692,5934,2242,0.607258938
47187,30642,42670,12028,0.392533124
47189,5738,8918,3180,0.55420007
48001,75,,-75,-1
48027,1108,1522,414,0.373646209
48029,14349,17175,2826,0.196947522
48037,881,676,-205,-0.232690125
48039,3959,6482,2523,0.637282142
48041,3005,3981,976,0.324792013
48049,127,151,24,0.188976378
48051,-16,76,92,-5.75
48061,254,750,496,1.952755906
48063,49,76,27,0.551020408
48067,62,23,-39,-0.629032258
48073,155,260,105,0.677419355
48085,45966,60227,14261,0.310251055
48091,487,673,186,0.381930185
48097,625,845,220,0.352
48113,90313,120236,29923,0.331325501
48121,48216,63315,15099,0.31315331
48135,1065,1758,693,0.650704225
48139,1588,2798,1210,0.761964736
48141,14285,17263,2978,0.208470424
48147,20,,-20,-1
48157,12458,17982,5524,0.443409857
48159,113,72,-41,-0.362831858
48167,8776,13721,4945,0.563468551
48181,2873,3717,844,0.293769579
48183,2197,2468,271,0.123350023
48187,585,647,62,0.105982906
48201,74879,101999,27120,0.362184324
48203,371,828,457,1.23180593
48209,1386,1618,232,0.167388167
48213,377,594,217,0.575596817
48215,332,1406,1074,3.234939759
48217,183,176,-7,-0.038251366
48221,1339,1730,391,0.292008962
48223,229,131,-98,-0.427947598
48231,347,323,-24,-0.069164265
48233,84,-34,-118,-1.404761905
48245,1501,1873,372,0.247834777
48251,1525,2686,1161,0.761311475
48257,1497,2045,548,0.366065464
48273,-35,19,54,-1.542857143
48277,150,507,357,2.38
48293,-10,,10,-1
48303,12201,14144,1943,0.159249242
48309,1262,1803,541,0.428684628
48315,42,-14,-56,-1.333333333
48329,2458,3442,984,0.400325468
48337,58,36,-22,-0.379310345
48339,12048,16536,4488,0.37250996
48343,115,57,-58,-0.504347826
48347,545,720,175,0.321100917
48349,-38,,38,-1
48355,1298,1503,205,0.157935285
48357,-2,,2,-1
48367,2697,2961,264,0.097886541
48375,759,866,107,0.140974967
48379,152,242,90,0.592105263
48381,4997,5995,998,0.199719832
48397,3997,5059,1062,0.265699274
48401,81,213,132,1.62962963
48417,14,,-14,-1
48423,4497,5838,1341,0.298198799
48425,195,310,115,0.58974359
48439,64693,81895,17202,0.26590203
48441,3619,4476,857,0.236805747
48449,170,113,-57,-0.335294118
48451,908,1022,114,0.125550661
48453,50251,59366,9115,0.181389425
48459,37,98,61,1.648648649
48465,96,72,-24,-0.25
48467,183,343,160,0.87431694
48471,616,1161,545,0.88474026
48479,168,113,-55,-0.327380952
48485,3311,4575,1264,0.381757777
48487,134,-12,-146,-1.089552239
48491,9858,12473,2615,0.265266788
48497,411,295,-116,-0.282238443
48499,530,549,19,0.035849057
48503,563,935,372,0.660746004
49003,330,485,155,0.46969697
49005,2657,3633,976,0.367331577
49007,75,329,254,3.386666667
49011,9610,11567,1957,0.20364204
49019,6513,6520,7,0.001074774
49021,1600,2241,641,0.400625
49035,97065,122834,25769,0.265481894
49043,34475,40810,6335,0.183756345
49045,527,584,57,0.108159393
49047,917,948,31,0.033805889
49049,5297,7269,1972,0.3722862
49051,2274,3643,1369,0.602022867
49053,9472,11368,1896,0.200168919
49057,7450,9447,1997,0.268053691
50001,3523,3908,385,0.109281862
50003,6821,7665,844,0.123735523
50005,845,1071,226,0.267455621
50007,18721,20421,1700,0.090807115
50011,829,908,79,0.095295537
50015,4178,5112,934,0.223551939
50017,2936,2992,56,0.019073569
50019,1318,1175,-143,-0.108497724
50021,3071,4227,1156,0.376424617
50023,9076,9002,-74,-0.008153372
50025,4504,6299,1795,0.398534636
50027,6885,8603,1718,0.249527959
51003,19274,27345,8071,0.418750649
51011,378,632,254,0.671957672
51013,58956,76421,17465,0.296237872
51015,202,427,225,1.113861386
51019,2464,3511,1047,0.424918831
51023,1299,1871,572,0.440338722
51033,175,249,74,0.422857143
51041,21617,32234,10617,0.491141231
51043,707,1116,409,0.578500707
51047,3737,4197,460,0.12309339
51059,166828,208868,42040,0.251996068
51061,5842,7449,1607,0.275077028
51067,2187,3391,1204,0.550525834
51069,7932,8593,661,0.083333333
51073,976,1276,300,0.307377049
51075,498,488,-10,-0.020080321
51085,5413,8405,2992,0.552743396
51087,34515,38595,4080,0.118209474
51089,415,872,457,1.101204819
51093,740,1422,682,0.921621622
51095,14006,18124,4118,0.29401685
51099,478,651,173,0.361924686
51107,50757,61538,10781,0.2124042
51115,283,223,-60,-0.212014134
51121,9950,14608,4658,0.468140704
51137,342,223,-119,-0.347953216
51145,719,790,71,0.098748261
51149,863,898,35,0.040556199
51153,33771,40799,7028,0.208107548
51161,4979,7152,2173,0.436433019
51163,2207,3023,816,0.369732669
51173,29,6,-23,-0.793103448
51177,4289,5302,1013,0.236185591
51179,7276,10401,3125,0.429494228
51187,4028,4080,52,0.012909633
51191,1548,2305,757,0.489018088
51199,2257,2589,332,0.147097918
51510,29569,34156,4587,0.155128682
51520,714,1066,352,0.492997199
51540,19623,23900,4277,0.217958518
51550,7877,11976,4099,0.520375778
51570,918,1322,404,0.440087146
51590,501,991,490,0.978043912
51610,8463,11468,3005,0.355075032
51630,7091,8463,1372,0.193484699
51650,2874,4444,1570,0.546276966
51660,4958,6309,1351,0.272488907
51670,171,144,-27,-0.157894737
51680,6877,9088,2211,0.321506471
51683,1614,1469,-145,-0.08983891
51700,5349,6669,1320,0.246775098
51710,11057,15365,4308,0.389617437
51730,111,76,-35,-0.315315315
51735,302,222,-80,-0.264900662
51740,1449,2683,1234,0.851621808
51750,1435,1256,-179,-0.124738676
51760,12673,21796,9123,0.719876904
51770,6573,9314,2741,0.417008976
51775,1955,3188,1233,0.630690537
51790,3585,4995,1410,0.393305439
51800,2380,2658,278,0.116806723
51810,28055,32499,4444,0.158403137
51820,2797,4584,1787,0.63889882
51840,3150,2208,-942,-0.299047619
53003,1715,1478,-237,-0.13819242
53005,22701,28333,5632,0.248094798
53007,12565,15339,2774,0.220771986
53009,20635,23066,2431,0.117809547
53011,96497,126657,30160,0.312548577
53015,12139,16908,4769,0.392865969
53017,7054,8148,1094,0.155089311
53021,3132,3157,25,0.00798212
53025,4258,5762,1504,0.353217473
53029,9062,10144,1082,0.119399691
53031,24177,28642,4465,0.184679654
53033,687441,816286,128845,0.187426994
53035,77379,84159,6780,0.087620672
53037,11489,14581,3092,0.269126991
53041,819,869,50,0.061050061
53043,428,612,184,0.429906542
53045,5921,14012,8091,1.366492147
53047,1909,2427,518,0.271346255
53051,1873,1681,-192,-0.102509343
53053,123984,142225,18241,0.147123822
53055,1878,1992,114,0.060702875
53057,26117,28429,2312,0.088524716
53061,173020,210525,37505,0.216766848
53063,63173,78140,14967,0.236920836
53065,2589,2936,347,0.134028582
53067,55837,66174,10337,0.185128141
53071,9414,10450,1036,0.110048863
53073,63504,70514,7010,0.110386747
53075,3866,4919,1053,0.272374547
53077,12149,15380,3231,0.265947815
54003,3144,3850,706,0.224554707
54009,117,294,177,1.512820513
54011,2050,3771,1721,0.839512195
54019,583,1066,483,0.828473413
54025,1053,1726,673,0.639126306
54029,297,649,352,1.185185185
54033,1494,2233,739,0.494645248
54035,211,438,227,1.075829384
54037,2612,2910,298,0.114088821
54039,4619,7656,3037,0.657501624
54045,-48,48,96,-2
54051,243,417,174,0.716049383
54057,182,214,32,0.175824176
54061,5576,8334,2758,0.494619799
54069,963,1171,208,0.215991693
54079,833,1387,554,0.665066026
54081,504,1456,952,1.888888889
54097,23,227,204,8.869565217
54107,359,622,263,0.732590529
55005,72,,-72,-1
55009,3842,5140,1298,0.337844872
55021,163,465,302,1.852760736
55025,42022,47452,5430,0.129218029
55027,532,359,-173,-0.32518797
55029,960,1089,129,0.134375
55033,29,,-29,-1
55035,1817,2323,506,0.278481013
55039,1119,1571,452,0.403932082
55045,229,418,189,0.825327511
55055,979,1438,459,0.468845761
55057,40,114,74,1.85
55059,6248,5948,-300,-0.048015365
55063,3346,3797,451,0.134787806
55067,109,218,109,1
55071,547,838,291,0.531992687
55073,1166,1721,555,0.475986278
55079,19543,22696,3153,0.16133654
55081,-8,72,80,-10
55087,4720,7131,2411,0.510805085
55089,4521,7113,2592,0.573324486
55097,1240,1668,428,0.34516129
55099,81,,-81,-1
55101,2240,2626,386,0.172321429
55105,4413,4553,140,0.03172445
55109,3001,4393,1392,0.463845385
55111,166,250,84,0.506024096
55117,1447,1951,504,0.348306842
55125,282,676,394,1.397163121
55127,3272,3566,294,0.089853301
55131,1355,3590,2235,1.649446494
55133,17196,24859,7663,0.44562689
55135,479,571,92,0.192066806
55139,2779,4004,1225,0.440806045
55141,971,961,-10,-0.010298661
56001,3204,4330,1126,0.351435705
56005,1420,1363,-57,-0.040140845
56007,128,184,56,0.4375
56009,167,333,166,0.994011976
56013,3188,3130,-58,-0.018193225
56021,6559,8225,1666,0.254002134
56025,3484,3458,-26,-0.007462687
56029,2318,2944,626,0.270060397
56031,202,511,309,1.52970297
56033,1983,3054,1071,0.540090772
56037,1103,1098,-5,-0.004533092
56039,14335,16016,1681,0.117265434
56041,149,287,138,0.926174497
